"id","name","description"
"cpv_39721320-1","39721320-1","Déshydrateurs d'air"
"cpv_39721321-8","39721321-8","Séchoirs à air comprimé"
"cpv_39721400-6","39721400-6","Chauffe-eau instantanés ou à accumulation non électriques"
"cpv_39721410-9","39721410-9","Appareils à gaz"
"cpv_39721411-6","39721411-6","Radiateurs à gaz"
"cpv_39722000-9","39722000-9","Pièces pour poêles, cuisinières, chauffe-plats et appareils ménagers"
"cpv_39722100-0","39722100-0","Pièces pour poêles"
"cpv_39722200-1","39722200-1","Pièces pour cuisinières"
"cpv_39722300-2","39722300-2","Pièces pour chauffe-plats"
"cpv_39800000-0","39800000-0","Produits de nettoyage et produits à polir"
"cpv_39810000-3","39810000-3","Préparations odoriférantes et cires"
"cpv_39811000-0","39811000-0","Parfums et désodorisants d'intérieur"
"cpv_39811100-1","39811100-1","Désodorisants d'intérieur"
"cpv_39811110-4","39811110-4","Appareils distributeurs de désodorisants d'intérieur"
"cpv_39811200-2","39811200-2","Produits d'assainissement de l'air"
"cpv_39811300-3","39811300-3","Désodorisants"
"cpv_39812000-7","39812000-7","Cirages et crèmes"
"cpv_39812100-8","39812100-8","Produits d'entretien des sols"
"cpv_39812200-9","39812200-9","Produits d'entretien des chaussures"
"cpv_39812300-0","39812300-0","Cires à encaustiquer"
"cpv_39812400-1","39812400-1","Sciures de balayage"
"cpv_39812500-2","39812500-2","Agents d'étanchéité"
"cpv_39813000-4","39813000-4","Pâtes et poudres à récurer"
"cpv_39820000-6","39820000-6","Agents organiques tensioactifs"
"cpv_39821000-3","39821000-3","Produits nettoyants à l'ammoniac"
"cpv_39822000-0","39822000-0","Produits nettoyants à la soude caustique"
"cpv_39830000-9","39830000-9","Produits de nettoyage"
"cpv_39831000-6","39831000-6","Préparations nettoyantes"
"cpv_39831100-7","39831100-7","Dispersants"
"cpv_39831200-8","39831200-8","Détergents"
"cpv_39831210-1","39831210-1","Détergents pour lave-vaisselle"
"cpv_39831220-4","39831220-4","Agents dégraissants"
"cpv_39831230-7","39831230-7","Digesteurs de graisses"
"cpv_39831240-0","39831240-0","Agents nettoyants"
"cpv_39831250-3","39831250-3","Solutions de rinçage"
"cpv_39831300-9","39831300-9","Produits nettoyants pour sols"
"cpv_39831400-0","39831400-0","Produits nettoyants pour écrans"
"cpv_39831500-1","39831500-1","Produits nettoyants pour automobiles"
"cpv_39831600-2","39831600-2","Produits nettoyants pour les toilettes"
"cpv_39831700-3","39831700-3","Distributeur de savon automatique"
"cpv_39832000-3","39832000-3","Produits pour lave-vaisselle"
"cpv_39832100-4","39832100-4","Poudre pour lave-vaisselle"
"cpv_39833000-0","39833000-0","Produits antipoussière"
"cpv_39834000-7","39834000-7","Solutions de nettoyage pour bijoux"
"cpv_41000000-9","41000000-9","Eau collectée et purifiée"
"cpv_41100000-0","41100000-0","Eau brute"
"cpv_41110000-3","41110000-3","Eau potable"
"cpv_41120000-6","41120000-6","Eau non potable"
"cpv_42000000-6","42000000-6","Machines industrielles"
"cpv_42100000-0","42100000-0","Machines de production et d'utilisation de la puissance mécanique"
"cpv_42110000-3","42110000-3","Turbines et moteurs"
"cpv_42111000-0","42111000-0","Moteurs (puissance motrice)"
"cpv_42111100-1","42111100-1","Moteurs hors-bord pour propulsion navale"
"cpv_42112000-7","42112000-7","Installations de turbines"
"cpv_42112100-8","42112100-8","Turbines à vapeur d'eau"
"cpv_42112200-9","42112200-9","Turbines hydrauliques"
"cpv_42112210-2","42112210-2","Roues hydrauliques"
"cpv_42112300-0","42112300-0","Turbines à gaz"
"cpv_42112400-1","42112400-1","Équipements de turbines"
"cpv_42112410-4","42112410-4","Instruments pour turbines"
"cpv_42113000-4","42113000-4","Pièces pour turbines"
"cpv_42113100-5","42113100-5","Pièces pour turbines à vapeur d'eau"
"cpv_42113110-8","42113110-8","Plaques d'assise"
"cpv_42113120-1","42113120-1","Caissons"
"cpv_42113130-4","42113130-4","Systèmes de refroidissement à air avec condensateurs"
"cpv_42113150-0","42113150-0","Systèmes à huile lubrifiante"
"cpv_42113160-3","42113160-3","Séparateurs d'humidité"
"cpv_42113161-0","42113161-0","Déshumidificateurs"
"cpv_42113170-6","42113170-6","Dispositifs rotatifs"
"cpv_42113171-3","42113171-3","Rotors"
"cpv_42113172-0","42113172-0","Lames"
"cpv_42113190-2","42113190-2","Vireurs"
"cpv_42113200-6","42113200-6","Pièces pour turbines hydrauliques"
"cpv_42113300-7","42113300-7","Pièces pour turbines à gaz"
"cpv_42113310-0","42113310-0","Systèmes d'admission d'air"
"cpv_42113320-3","42113320-3","Module d'injection à gaz"
"cpv_42113390-4","42113390-4","Systèmes à gaz combustibles"
"cpv_42113400-8","42113400-8","Pièces pour roues hydrauliques"
"cpv_42120000-6","42120000-6","Pompes et compresseurs"
"cpv_42121000-3","42121000-3","Machines et moteurs hydrauliques ou pneumatiques"
"cpv_42121100-4","42121100-4","Cylindres hydrauliques ou pneumatiques"
"cpv_42121200-5","42121200-5","Moteurs hydrauliques (véhicules)"
"cpv_42121300-6","42121300-6","Moteurs pneumatiques (véhicules)"
"cpv_42121400-7","42121400-7","Moteurs hydrauliques (puissance motrice)"
"cpv_42121500-8","42121500-8","Moteurs pneumatiques (puissance motrice)"
"cpv_42122000-0","42122000-0","Pompes"
"cpv_42122100-1","42122100-1","Pompes à liquides"
"cpv_42122110-4","42122110-4","Pompes pour la lutte contre l'incendie"
"cpv_42122120-7","42122120-7","Dispositifs de ravitaillement d'hélicoptères"
"cpv_42122130-0","42122130-0","Pompes à eau"
"cpv_42122160-9","42122160-9","Pompes de refroidissement"
"cpv_42122161-6","42122161-6","Pompes à eau de refroidissement"
"cpv_42122170-2","42122170-2","Pompes à huile"
"cpv_42122180-5","42122180-5","Pompes à essence"
"cpv_42122190-8","42122190-8","Pompes à béton"
"cpv_42122200-2","42122200-2","Pompes à mouvement rectiligne alternatif pour liquides"
"cpv_42122210-5","42122210-5","Groupes hydrauliques"
"cpv_42122220-8","42122220-8","Pompes à eaux d'égouts"
"cpv_42122230-1","42122230-1","Pompes de dosage"
"cpv_42122300-3","42122300-3","Surpresseurs à liquides"
"cpv_42122400-4","42122400-4","Pompes centrifuges et élévateurs à liquides"
"cpv_42122410-7","42122410-7","Pompes à usage médical"
"cpv_42122411-4","42122411-4","Pompes à usage nutritionnel"
"cpv_42122419-0","42122419-0","Pompes pour perfusion"
"cpv_42122420-0","42122420-0","Élévateurs à liquides"
"cpv_42122430-3","42122430-3","Pompes centrifuges"
"cpv_42122440-6","42122440-6","Pompes rotatives"
"cpv_42122450-9","42122450-9","Pompes à vide"
"cpv_42122460-2","42122460-2","Pompes à air"
"cpv_42122480-8","42122480-8","Pompes à roue"
"cpv_42122500-5","42122500-5","Pompes de laboratoire et accessoires"
"cpv_42122510-8","42122510-8","Pompes péristaltiques"
"cpv_42123000-7","42123000-7","Compresseurs"
"cpv_42123100-8","42123100-8","Compresseurs à gaz"
"cpv_42123200-9","42123200-9","Compresseurs rotatifs"
"cpv_42123300-0","42123300-0","Compresseurs pour équipements frigorifiques"
"cpv_42123400-1","42123400-1","Compresseurs d'air"
"cpv_42123410-4","42123410-4","Compresseurs d'air portés"
"cpv_42123500-2","42123500-2","Turbocompresseurs"
"cpv_42123600-3","42123600-3","Compresseurs à mouvement rectiligne alternatif"
"cpv_42123610-6","42123610-6","Dispositif à air comprimé"
"cpv_42123700-4","42123700-4","Compresseurs centrifuges"
"cpv_42123800-5","42123800-5","Compresseurs pour aviation civile"
"cpv_42124000-4","42124000-4","Pièces pour pompes, compresseurs, machines ou moteurs"
"cpv_42124100-5","42124100-5","Pièces pour machines ou moteurs"
"cpv_42124130-4","42124130-4","Pièces pour machines pneumatiques"
"cpv_42124150-0","42124150-0","Pièces pour machines ou moteurs hydrauliques"
"cpv_42124170-6","42124170-6","Pièces pour moteurs à réaction"
"cpv_42124200-6","42124200-6","Pièces pour pompes ou élévateurs à liquides"
"cpv_42124210-9","42124210-9","Pièces pour pompes à essence, pompes à main et pompes à béton"
"cpv_42124211-6","42124211-6","Pièces pour pompes à essence"
"cpv_42124212-3","42124212-3","Pièces pour pompes à main"
"cpv_42124213-0","42124213-0","Pièces pour pompes à béton"
"cpv_42124220-2","42124220-2","Pièces pour pompes à mouvement rectiligne alternatif"
"cpv_42124221-9","42124221-9","Pièces pour groupes hydrauliques"
"cpv_42124222-6","42124222-6","Pièces pour pompes de dosage"
"cpv_42124230-5","42124230-5","Pièces pour pompes à mouvement rectiligne rotatif"
"cpv_42124290-3","42124290-3","Pièces pour pompes centrifuges"
"cpv_42124300-7","42124300-7","Pièces pour pompes à air ou à vide, compresseurs d'air ou à gaz"
"cpv_42124310-0","42124310-0","Pièces pour pompes à air"
"cpv_42124320-3","42124320-3","Pièces pour pompes à vide"
"cpv_42124330-6","42124330-6","Pièces pour compresseurs d'air"
"cpv_42124340-9","42124340-9","Pièces pour compresseurs à gaz"
"cpv_42130000-9","42130000-9","Robinets, vannes et dispositifs similaires"
"cpv_42131000-6","42131000-6","Robinets et vannes"
"cpv_42131100-7","42131100-7","Vannes définies selon leur fonction"
"cpv_42131110-0","42131110-0","Vannes pour radiateurs de chauffage central"
"cpv_42131120-3","42131120-3","Robinets-vannes"
"cpv_42131130-6","42131130-6","Régulateurs de température"
"cpv_42131140-9","42131140-9","Soupapes de détente, de régulation, de retenue ou de sûreté"
"cpv_42131141-6","42131141-6","Soupapes de détente"
"cpv_42131142-3","42131142-3","Soupapes de régulation"
"cpv_42131143-0","42131143-0","Vannes de maîtrise des crues"
"cpv_42131144-7","42131144-7","Vannes de commande de processus"
"cpv_42131145-4","42131145-4","Soupapes de retenue"
"cpv_42131146-1","42131146-1","Clapets de non-retour"
"cpv_42131147-8","42131147-8","Soupapes de sécurité"
"cpv_42131148-5","42131148-5","Soupapes d'arrêt"
"cpv_42131150-2","42131150-2","Vannes de colonnes montantes"
"cpv_42131160-5","42131160-5","Hydrants"
"cpv_42131170-8","42131170-8","Robinets de bouteilles de gaz"
"cpv_42131200-8","42131200-8","Vannes définies selon leur fabrication"
"cpv_42131210-1","42131210-1","Vannes à pâte"
"cpv_42131220-4","42131220-4","Vannes de conduites forcées"
"cpv_42131230-7","42131230-7","Robinets à vanne"
"cpv_42131240-0","42131240-0","Robinets à soupape"
"cpv_42131250-3","42131250-3","Vannes à pointeau"
"cpv_42131260-6","42131260-6","Robinets à tournant sphérique"
"cpv_42131270-9","42131270-9","Robinets à boisseau"
"cpv_42131280-2","42131280-2","Robinets à papillon"
"cpv_42131290-5","42131290-5","Robinets à membrane"
"cpv_42131291-2","42131291-2","Tiroirs de distribution"
"cpv_42131292-9","42131292-9","Soupapes à clapet"
"cpv_42131300-9","42131300-9","Arbres de Noël et autres assemblages de vannes"
"cpv_42131310-2","42131310-2","Arbres de Noël de forage"
"cpv_42131320-5","42131320-5","Manifolds de duses"
"cpv_42131390-6","42131390-6","Assemblages de vannes"
"cpv_42131400-0","42131400-0","Robinets ou vannes pour installations sanitaires"
"cpv_42132000-3","42132000-3","Pièces pour robinets et vannes"
"cpv_42132100-4","42132100-4","Commandes de soupapes"
"cpv_42132110-7","42132110-7","Commandes de soupapes électriques"
"cpv_42132120-0","42132120-0","Commandes de soupapes hydrauliques"
"cpv_42132130-3","42132130-3","Commandes de soupapes pneumatiques"
"cpv_42132200-5","42132200-5","Pièces pour robinets"
"cpv_42132300-6","42132300-6","Pièces pour vannes"
"cpv_42140000-2","42140000-2","Engrenages, éléments d'engrenage et d'entraînement"
"cpv_42141000-9","42141000-9","Engrenages, éléments d'engrenage et d'entraînement cylindriques"
"cpv_42141100-0","42141100-0","Arbres de transmission, arbres à cames et vilebrequins"
"cpv_42141110-3","42141110-3","Arbres de transmission"
"cpv_42141120-6","42141120-6","Arbres à cames"
"cpv_42141130-9","42141130-9","Vilebrequins"
"cpv_42141200-1","42141200-1","Boîtes de roulements"
"cpv_42141300-2","42141300-2","Engrenages"
"cpv_42141400-3","42141400-3","Volants et poulies"
"cpv_42141410-6","42141410-6","Treuils"
"cpv_42141500-4","42141500-4","Embrayages"
"cpv_42141600-5","42141600-5","Palans"
"cpv_42141700-6","42141700-6","Accouplements d'arbres"
"cpv_42141800-7","42141800-7","Joints cardan"
"cpv_42142000-6","42142000-6","Pièces pour éléments d'engrenage et d'entraînement"
"cpv_42142100-7","42142100-7","Pièces pour éléments d'engrenage"
"cpv_42142200-8","42142200-8","Pièces pour éléments d'entraînement"
"cpv_42150000-5","42150000-5","Réacteurs nucléaires et pièces détachées"
"cpv_42151000-2","42151000-2","Réacteurs nucléaires"
"cpv_42152000-9","42152000-9","Pièces détachées de réacteurs nucléaires"
"cpv_42152100-0","42152100-0","Systèmes de refroidissement du réacteur"
"cpv_42152200-1","42152200-1","Pièces détachées de cuves de réacteurs nucléaires"
"cpv_42160000-8","42160000-8","Installations de chaudières"
"cpv_42161000-5","42161000-5","Appareils de production d'eau chaude"
"cpv_42162000-2","42162000-2","Chaudières génératrices de vapeur"
"cpv_42163000-9","42163000-9","Générateurs de vapeur"
"cpv_42164000-6","42164000-6","Installations auxiliaires pour chaudières"
"cpv_42165000-3","42165000-3","Condenseurs de vapeur"
"cpv_42200000-8","42200000-8","Machines utilisées pour le traitement des aliments, des boissons et du tabac et pièces accessoires"
"cpv_42210000-1","42210000-1","Machines de traitement des aliments, des boissons et du tabac"
"cpv_42211000-8","42211000-8","Machines de laiterie"
"cpv_42211100-9","42211100-9","Écrémeuses centrifuges"
"cpv_42212000-5","42212000-5","Machines de traitement des céréales ou des légumes secs"
"cpv_42213000-2","42213000-2","Machines utilisées dans la fabrication de boissons alcoolisées ou à base de fruits"
"cpv_42214000-9","42214000-9","Fours de cuisson, séchoirs pour produits agricoles et matériel de cuisson ou de chauffage"
"cpv_42214100-0","42214100-0","Fours de cuisson"
"cpv_42214110-3","42214110-3","Grils"
"cpv_42214200-1","42214200-1","Séchoirs pour produits agricoles"
"cpv_42215000-6","42215000-6","Machines pour la préparation ou la fabrication industrielle d'aliments ou de boissons"
"cpv_42215100-7","42215100-7","Machines à couper les aliments"
"cpv_42215110-0","42215110-0","Machines à trancher le pain"
"cpv_42215120-3","42215120-3","Machines à trancher le lard"
"cpv_42215200-8","42215200-8","Machines de traitement des aliments"
"cpv_42215300-9","42215300-9","Machines pour la fabrication des pâtes alimentaires"
"cpv_42216000-3","42216000-3","Machines de traitement du tabac"
"cpv_42220000-4","42220000-4","Pièces pour machines de traitement des aliments, des boissons et du tabac"
"cpv_42221000-1","42221000-1","Pièces pour machines de traitement des aliments"
"cpv_42221100-2","42221100-2","Pièces pour machines de laiterie"
"cpv_42221110-5","42221110-5","Pièces pour trayeuses"
"cpv_42222000-8","42222000-8","Pièces pour machines de traitement des boissons"
"cpv_42223000-5","42223000-5","Pièces pour machines de traitement du tabac"
"cpv_42300000-9","42300000-9","Fourneaux, incinérateurs et fours industriels ou de laboratoire"
"cpv_42310000-2","42310000-2","Brûleurs pour l'alimentation des foyers"
"cpv_42320000-5","42320000-5","Incinérateurs de déchets"
"cpv_42330000-8","42330000-8","Fours de fusion"
"cpv_42340000-1","42340000-1","Fours à usages non domestiques"
"cpv_42341000-8","42341000-8","Fours industriels"
"cpv_42350000-4","42350000-4","Fours crématoires"
"cpv_42390000-6","42390000-6","Pièces pour brûleurs, fourneaux ou fours"
"cpv_42400000-0","42400000-0","Matériel de levage et de manutention et pièces détachées"
"cpv_42410000-3","42410000-3","Matériel de levage et de manutention"
"cpv_42411000-0","42411000-0","Palans et treuils"
"cpv_42412000-7","42412000-7","Machines d'extraction, treuils à usage souterrain et cabestans"
"cpv_42412100-8","42412100-8","Machines d'extraction et treuils à usage souterrain"
"cpv_42412110-1","42412110-1","Machines d'extraction"
"cpv_42412120-4","42412120-4","Treuils à usage souterrain"
"cpv_42412200-9","42412200-9","Cabestans"
"cpv_42413000-4","42413000-4","Crics et appareils de levage pour véhicules"
"cpv_42413100-5","42413100-5","Systèmes de levage intégrés"
"cpv_42413200-6","42413200-6","Vérins hydrauliques"
"cpv_42413300-7","42413300-7","Vérins pneumatiques"
"cpv_42413400-8","42413400-8","Vérins mécaniques"
"cpv_42413500-9","42413500-9","Appareils de levage pour véhicules"
"cpv_42414000-1","42414000-1","Grues, portiques mobiles et chariots équipés d'une grue"
"cpv_42414100-2","42414100-2","Grues"
"cpv_42414110-5","42414110-5","Grues portuaires"
"cpv_42414120-8","42414120-8","Grues de quai"
"cpv_42414130-1","42414130-1","Grues empileuses"
"cpv_42414140-4","42414140-4","Grues à conteneurs"
"cpv_42414150-7","42414150-7","Grues à tour"
"cpv_42414200-3","42414200-3","Ponts roulants"
"cpv_42414210-6","42414210-6","Grue roulante"
"cpv_42414220-9","42414220-9","Portique roulant"
"cpv_42414300-4","42414300-4","Portiques de levage"
"cpv_42414310-7","42414310-7","Portiques mobiles"
"cpv_42414320-0","42414320-0","Grues sur portique"
"cpv_42414400-5","42414400-5","Grues montées sur véhicule"
"cpv_42414410-8","42414410-8","Grues pour camions"
"cpv_42414500-6","42414500-6","Ponts-grues"
"cpv_42415000-8","42415000-8","Chariots élévateurs, chariots de manutention, tracteurs à plate-forme utilisés dans les gares"
"cpv_42415100-9","42415100-9","Chariots élévateurs"
"cpv_42415110-2","42415110-2","Chariot élévateurs"
"cpv_42415200-0","42415200-0","Chariots de manutention"
"cpv_42415210-3","42415210-3","Chariots équipés de matériel de manutention"
"cpv_42415300-1","42415300-1","Tracteurs à plate-forme utilisés dans les gares"
"cpv_42415310-4","42415310-4","Engins de transport indépendants"
"cpv_42415320-7","42415320-7","Équipement pour véhicules de secours"
"cpv_42416000-5","42416000-5","Ascenseurs, skips, monte-charges, escaliers mécaniques et trottoirs roulants"
